rank,trader,roi,pnl,pnl_clean,vol,vol_clean,net
1322,0xBe351c61f8777d0268144748c92B18B7E5Fb5761,-77.02590722292213,-5700.429383585409,-5700.429383585409,29476.616228902443,29476.616228902443,
1323,0x3A756A11C42ba3ba6aAb57c49CF4354b920a2529,-77.0334695856116,-3.234151093121149,-3.234151093121149,30.646800802349457,30.646800802349457,0.9642202258895519
1324,0x84afb4B60844F8759154d6Ff7B0580Daa2D4e37d,-77.5767643245321,-85739.17305125715,-85739.17305125715,932881.2778922896,932881.2778922896,8425.506574345532
1325,0x96668cF0cB358ECfa05873285696e0C23577e50A,-77.7797621440661,-10305.727294528448,-10305.727294528448,38534.43158557942,38534.43158557942,2940.894165182987
1326,0x30D41a62B6e36E72B4FED35236c3168F4369b2f5,-77.99761327558569,-2001.6283956970726,-2001.6283956970726,9435.237606686269,9435.237606686269,
1327,0x198fB8cC2780E1484F8Bd018B93fBA9c59Eb0163,-78.05963536937743,-7629.236416904453,-7629.236416904453,44875.35597520193,44875.35597520193,
1329,0x42c79B7C27961aF81651197aAe0Fda778AC83291,-78.28403233711627,-7.619701739353898,-7.619701739353898,71.07087894552636,71.07087894552636,2.1137030328236595
1330,0xB8595D024AFa36E0205AF627E3b47bd5CA0cf67a,-78.34101288457045,-82876.82369287901,-82876.82369287901,798894.3867628502,798894.3867628502,262.06734736596485
1331,0x74AC1E5Fa6022Bf23f382729b766fB43B59e5071,-78.47918392412487,-3134.2326262333636,-3134.2326262333636,21840.26114254009,21840.26114254009,
1332,0xb6a052A564e9203e273587A11743e56F96326A81,-78.94595717684943,-115663.21063835722,-115663.21063835722,633273.5503208196,633273.5503208196,
1334,0x3889A03FAf2119D0382479c63264995b954991c2,-79.75685667594135,-195.14904487224476,-195.14904487224476,746.5324413585523,746.5324413585523,49.53091495259054
1335,0xF7a6D93A31c7E7621528ea43D14386b98D5661Be,-79.76294590746346,-59111.54584646084,-59111.54584646084,329195.8846875025,329195.8846875025,14537.337571552207
1336,0xc4573C70606b12ca6961c4F1DCA954EaE7f8c0e8,-79.79806947343626,-5207.162415307157,-5207.162415307157,19889.305355079945,19889.305355079945,1318.2616327527435
1337,0x460501fF9ac01b166135e2e64871F5b2944590Fd,-79.98394356278675,-39039.65587454578,-39039.65587454578,126883.57067511776,126883.57067511776,
1338,0x196Ff5bdeF0adB23cec2ac6429F01C67774Bd4F3,-80.00703595154386,-402779.5761770024,-402779.5761770024,2267543.9183251625,2267543.9183251625,
1339,0xc2a05E86716f2cfb1E11522Ab2E1287a56d75A38,-80.07095239237539,-39.46634367140497,-39.46634367140497,299.14272808783767,299.14272808783767,9.822871071547278
1340,0xC9160d403118578642f0d81459B5a07a2F0cf009,-80.18727213927097,-4776.614840312092,-4776.614840312092,30927.942973238198,30927.942973238198,
1341,0x4F0C422EFa50cF221734FE24Af10E88c2302CFAd,-80.36491427372886,-3798.2734846386484,-3798.2734846386484,35116.83285779406,35116.83285779406,
1342,0x4432e64624F4c64633466655de3D5132ad407343,-80.37447621390032,-44206.34540693826,-44206.34540693826,509649.4842840375,509649.4842840375,
1343,0xb4f09ff63D5Cc86dC7172f540D260F2Eb86bbfD1,-80.98082690531311,-56791.31854591431,-56791.31854591431,1729853.2616291435,1729853.2616291435,
1344,0xb5B29Ac1A935f29907b338064263990DB2Ef4551,-81.09980198529695,-808.8765385418229,-808.8765385418229,5154.227871330066,5154.227871330066,188.5075718268668
1345,0x9b5A9f87D40d2ea2554eCb16470b101D6C77A28C,-81.49424627402989,-7268.296973213899,-7268.296973213899,25697.35314298111,25697.35314298111,55.729772084429015
1347,0x4dC97041D9f37B3b89D793CbF9b8313f36266E15,-81.57954305941333,-3223.235235652605,-3223.235235652605,10395.726772582024,10395.726772582024,320.6908107726606
1348,0x25C7a3108317e8ae1944EE3f7ABCb91dA440Ae02,-81.58817967590925,-18476.604174067783,-18476.604174067783,63258.24550901215,63258.24550901215,
1349,0x1267E1dD188CF8ED68275321803eDEEEFAe11935,-81.65206874285332,-47602.90972769989,-47602.90972769989,219991.63489085177,219991.63489085177,155.58836435054533
1350,0xc4Ceb120176716cF170216B562e9DBC87D87E023,-82.09144779390793,-5044.757447533623,-5044.757447533623,53681.18542088564,53681.18542088564,1100.5324494098163
1351,0x64d82e7Ff5B0C158C17C12e4E91D7092818233b2,-82.12575956098527,-5331.682448086367,-5331.682448086367,26729.86417628442,26729.86417628442,1160.4126954929689
1352,0xf9303877F107F5cd2cB0654b6d7A6D749FA03856,-82.3263279848772,-75510.6002869088,-75510.6002869088,309352.7009631107,309352.7009631107,
1353,0x9260BC500499DdC93a950b3BAB21d9084db4830e,-82.76345641788019,-1152.5090722778714,-1152.5090722778714,6022.122403526722,6022.122403526722,
1354,0x4ef952c78440030B248727044110C9E76973Ee1A,-82.98629984198737,-24937.931268339544,-24937.931268339544,61737.19668561474,61737.19668561474,5112.729281442023
1355,0xEf9204f76B1fF2eCb1006b788735EA70B2E1b39a,-82.98910813083833,-13776.138469755428,-13776.138469755428,51938.326691097514,51938.326691097514,2823.7970880967528
